Date,Product,Category,Region,Units_Sold,Revenue,Cost,Profit
2023-10-31,Laptop,Electronics,Phoenix,1,1754.75,719.45,1035.3
2023-06-26,Monitor,Peripherals,New York,9,1237.94,557.07,680.87
2023-09-01,Laptop,Electronics,Chicago,10,2636.52,1318.26,1318.26
2023-03-18,Phone,Electronics,Phoenix,15,1166.41,489.89,676.52
2023-03-22,Laptop,Electronics,Houston,17,2587.83,1138.65,1449.18
2023-08-21,Laptop,Electronics,Chicago,10,857.96,480.46,377.5
2023-09-19,Headphones,Accessories,New York,17,2192.24,1205.73,986.51
2023-09-29,Printer,Accessories,Phoenix,5,2638.64,1161.0,1477.64
2023-01-31,Laptop,Electronics,Los Angeles,5,2297.56,1148.78,1148.78
2023-10-07,Phone,Electronics,Houston,13,2186.78,918.45,1268.33
2023-02-02,Headphones,Accessories,Chicago,10,1196.31,753.68,442.63
2023-10-16,Tablet,Electronics,Chicago,17,840.99,395.27,445.72
2023-09-17,Laptop,Electronics,Chicago,2,2992.4,1316.66,1675.74
2023-12-22,Laptop,Electronics,Los Angeles,16,650.95,292.93,358.02
2023-03-07,Printer,Accessories,Chicago,14,1299.78,571.9,727.88
2023-05-17,Monitor,Peripherals,Houston,5,2061.19,824.48,1236.71
2023-05-21,Phone,Electronics,New York,4,521.06,260.53,260.53
2023-01-28,Printer,Accessories,Phoenix,5,2240.62,1142.72,1097.9
2023-03-16,Tablet,Electronics,New York,11,931.58,521.68,409.9
2023-01-10,Keyboard,Peripherals,Los Angeles,13,2695.33,1132.04,1563.29
2023-11-18,Tablet,Electronics,Los Angeles,5,542.78,374.52,168.26
2023-10-23,Printer,Accessories,Houston,11,2832.11,1416.06,1416.06
2023-08-25,Tablet,Electronics,New York,19,2547.45,1248.25,1299.2
2023-08-31,Headphones,Accessories,Chicago,1,2119.06,1462.15,656.91
2023-10-29,Keyboard,Peripherals,New York,7,2419.51,1548.49,871.02
2023-08-13,Monitor,Peripherals,Los Angeles,8,1158.47,671.91,486.56
2023-02-08,Tablet,Electronics,Phoenix,14,1798.46,1186.98,611.48
2023-03-09,Headphones,Accessories,Los Angeles,13,2405.7,1419.36,986.34
2023-06-13,Headphones,Accessories,Chicago,11,1311.5,800.01,511.49
2023-05-28,Tablet,Electronics,Los Angeles,18,1249.74,812.33,437.41
2023-11-16,Keyboard,Peripherals,Los Angeles,14,1124.88,573.69,551.19
2023-08-18,Printer,Accessories,Los Angeles,15,327.04,206.04,121.0
2023-11-24,Printer,Accessories,Phoenix,10,804.86,450.72,354.14
2023-03-18,Monitor,Peripherals,New York,16,756.88,454.13,302.75
2023-01-13,Headphones,Accessories,Los Angeles,8,254.12,132.14,121.98
2023-06-06,Headphones,Accessories,Chicago,3,2739.91,1643.95,1095.96
2023-12-12,Tablet,Electronics,Phoenix,12,1473.72,648.44,825.28
2023-05-04,Laptop,Electronics,Phoenix,8,923.33,554.0,369.33
2023-03-28,Keyboard,Peripherals,New York,12,1549.43,1022.62,526.81
2023-01-30,Monitor,Peripherals,Los Angeles,12,2197.25,1186.52,1010.73
2023-05-06,Laptop,Electronics,Phoenix,8,2535.24,1622.55,912.69
2023-07-06,Headphones,Accessories,New York,3,1755.9,860.39,895.51
2023-10-08,Keyboard,Peripherals,Chicago,4,1677.74,738.21,939.53
2023-06-09,Printer,Accessories,Chicago,5,2620.46,1808.12,812.34
2023-06-24,Phone,Electronics,New York,16,1782.37,784.24,998.13
2023-07-29,Keyboard,Peripherals,Los Angeles,5,1170.4,491.57,678.83
2023-01-25,Printer,Accessories,Phoenix,18,2318.65,1298.44,1020.21
2023-09-29,Keyboard,Peripherals,Phoenix,4,364.3,174.86,189.44
2023-12-28,Monitor,Peripherals,Houston,3,2647.46,1641.43,1006.03
2023-12-08,Tablet,Electronics,Chicago,3,1848.73,1035.29,813.44
2023-08-07,Laptop,Electronics,Phoenix,12,2931.67,1172.67,1759.0
2023-07-22,Printer,Accessories,Phoenix,8,1175.93,776.11,399.82
2023-08-27,Headphones,Accessories,New York,11,2155.93,1422.91,733.02
2023-01-10,Phone,Electronics,Chicago,5,511.41,209.68,301.73
2023-01-14,Printer,Accessories,Phoenix,5,2823.69,1383.61,1440.08
2023-06-13,Headphones,Accessories,Chicago,12,1111.38,555.69,555.69
2023-05-20,Printer,Accessories,Chicago,5,2089.57,919.41,1170.16
2023-08-16,Headphones,Accessories,Phoenix,18,1224.19,844.69,379.5
2023-09-06,Printer,Accessories,Houston,12,1339.72,803.83,535.89
2023-03-07,Monitor,Peripherals,Chicago,4,1736.08,1180.53,555.55
2023-09-25,Keyboard,Peripherals,Phoenix,8,2783.58,1670.15,1113.43
2023-03-09,Headphones,Accessories,Chicago,13,383.99,215.03,168.96
2023-11-18,Headphones,Accessories,New York,11,779.12,475.26,303.86
2023-03-21,Monitor,Peripherals,Los Angeles,3,603.53,337.98,265.55
2023-10-11,Tablet,Electronics,Los Angeles,2,1330.46,665.23,665.23
2023-07-10,Printer,Accessories,New York,12,1261.8,820.17,441.63
2023-10-20,Tablet,Electronics,Los Angeles,12,1592.56,955.54,637.02
2023-01-09,Tablet,Electronics,Chicago,12,813.67,512.61,301.06
2023-06-06,Headphones,Accessories,Los Angeles,10,645.43,335.62,309.81
2023-11-14,Tablet,Electronics,Los Angeles,17,1472.92,898.48,574.44
2023-02-01,Laptop,Electronics,Los Angeles,16,262.99,184.09,78.9
2023-01-05,Printer,Accessories,Phoenix,6,2312.18,1248.58,1063.6
2023-08-02,Printer,Accessories,Los Angeles,11,2707.84,1245.61,1462.23
2023-05-16,Headphones,Accessories,New York,6,318.8,184.9,133.9
2023-09-21,Keyboard,Peripherals,Phoenix,1,1267.28,658.99,608.29
2023-07-08,Printer,Accessories,Chicago,1,1540.59,924.35,616.24
2023-12-07,Headphones,Accessories,Los Angeles,14,2358.85,1250.19,1108.66
2023-09-17,Headphones,Accessories,Chicago,20,2841.16,1250.11,1591.05
2023-05-28,Headphones,Accessories,Phoenix,17,1470.12,867.37,602.75
2023-02-17,Monitor,Peripherals,Houston,14,1560.18,624.07,936.11
2023-01-10,Laptop,Electronics,Phoenix,17,2494.94,1322.32,1172.62
2023-07-05,Tablet,Electronics,New York,9,1112.33,545.04,567.29
2023-09-12,Keyboard,Peripherals,New York,14,2491.27,1245.63,1245.63
2023-11-01,Laptop,Electronics,Chicago,5,1444.33,808.82,635.51
2023-10-31,Phone,Electronics,Chicago,18,2127.75,1361.76,765.99
2023-06-25,Monitor,Peripherals,Phoenix,12,655.11,347.21,307.9
2023-12-20,Phone,Electronics,New York,12,2862.56,1688.91,1173.65
2023-06-18,Monitor,Peripherals,New York,19,2367.51,1491.53,875.98
2023-02-17,Keyboard,Peripherals,New York,7,2902.52,1625.41,1277.11
2023-03-10,Printer,Accessories,Chicago,18,1670.27,801.73,868.54
2023-08-13,Phone,Electronics,Houston,19,1079.51,669.3,410.21
2023-01-02,Printer,Accessories,Los Angeles,10,726.18,464.76,261.42
2023-11-12,Tablet,Electronics,Chicago,8,1952.36,839.51,1112.85
2023-02-04,Tablet,Electronics,Los Angeles,7,2939.44,1381.54,1557.9
2023-06-23,Laptop,Electronics,New York,19,1951.31,1229.33,721.98
2023-05-14,Headphones,Accessories,Phoenix,9,1304.23,678.2,626.03
2023-10-08,Phone,Electronics,New York,6,1967.93,806.85,1161.08
2023-02-05,Keyboard,Peripherals,Chicago,5,1690.5,1149.54,540.96
2023-01-25,Monitor,Peripherals,Los Angeles,13,2137.53,1132.89,1004.64
2023-12-10,Laptop,Electronics,Phoenix,17,2083.66,1020.99,1062.67
2023-02-18,Headphones,Accessories,Phoenix,12,2164.03,1233.5,930.53
2023-06-12,Printer,Accessories,New York,9,2481.51,1315.2,1166.31
2023-11-07,Monitor,Peripherals,Phoenix,15,1679.76,1125.44,554.32
2023-09-12,Headphones,Accessories,New York,12,1220.04,524.62,695.42
2023-09-25,Printer,Accessories,Phoenix,6,915.7,631.83,283.87
2023-02-03,Printer,Accessories,Los Angeles,13,1646.26,1004.22,642.04
2023-05-15,Headphones,Accessories,Houston,16,2524.96,1060.48,1464.48
2023-04-27,Headphones,Accessories,New York,16,414.12,244.33,169.79
2023-03-14,Laptop,Electronics,Los Angeles,20,1565.89,1033.49,532.4
2023-08-01,Laptop,Electronics,New York,2,2904.62,1800.86,1103.76
2023-03-15,Printer,Accessories,Phoenix,6,1217.9,840.35,377.55
2023-10-11,Headphones,Accessories,Los Angeles,3,1833.38,1228.36,605.02
2023-03-13,Phone,Electronics,Houston,13,2389.4,1672.58,716.82
2023-05-25,Phone,Electronics,Houston,2,327.54,183.42,144.12
2023-08-12,Laptop,Electronics,Chicago,16,398.15,266.76,131.39
2023-12-15,Keyboard,Peripherals,New York,6,2449.46,1273.72,1175.74
2023-08-31,Monitor,Peripherals,Los Angeles,2,418.37,205.0,213.37
2023-06-02,Printer,Accessories,New York,8,788.8,465.39,323.41
2023-06-21,Laptop,Electronics,New York,4,2490.39,1593.85,896.54
2023-09-03,Monitor,Peripherals,New York,6,2464.79,1552.82,911.97
2023-03-09,Phone,Electronics,New York,18,1761.74,1109.9,651.84
2023-01-27,Laptop,Electronics,Phoenix,19,2164.4,1060.56,1103.84
2023-12-14,Laptop,Electronics,Chicago,13,901.24,612.84,288.4
2023-11-09,Tablet,Electronics,Phoenix,11,269.51,132.06,137.45
2023-03-12,Headphones,Accessories,New York,9,2887.13,1241.47,1645.66
2023-05-08,Printer,Accessories,Houston,3,2941.2,1764.72,1176.48
2023-11-06,Laptop,Electronics,New York,8,1474.52,840.48,634.04
2023-12-31,Monitor,Peripherals,Chicago,10,2371.11,1019.58,1351.53
2023-08-09,Printer,Accessories,Los Angeles,9,593.74,332.49,261.25
2023-08-08,Phone,Electronics,Phoenix,11,800.81,512.52,288.29
2023-10-09,Monitor,Peripherals,Phoenix,12,1914.57,804.12,1110.45
2023-10-11,Monitor,Peripherals,Chicago,19,2411.51,1446.91,964.6
2023-03-26,Printer,Accessories,New York,14,1228.91,737.35,491.56
2023-08-12,Printer,Accessories,Phoenix,5,1784.55,1088.58,695.97
2023-05-30,Tablet,Electronics,New York,1,587.8,258.63,329.17
2023-03-02,Laptop,Electronics,Phoenix,1,1027.88,596.17,431.71
2023-11-14,Printer,Accessories,Houston,14,607.52,279.46,328.06
2023-08-25,Headphones,Accessories,Chicago,9,1513.33,1029.06,484.27
2023-07-03,Tablet,Electronics,Los Angeles,17,1640.45,836.63,803.82
2023-06-21,Printer,Accessories,Chicago,18,1883.02,1110.98,772.04
2023-11-18,Laptop,Electronics,Houston,10,1606.8,706.99,899.81
2023-03-19,Laptop,Electronics,Houston,5,376.05,165.46,210.59
2023-03-03,Tablet,Electronics,Phoenix,16,2044.95,1002.03,1042.92
2023-06-02,Monitor,Peripherals,Phoenix,2,1097.33,702.29,395.04
2023-03-25,Printer,Accessories,New York,18,2286.21,1143.11,1143.11
2023-03-24,Headphones,Accessories,New York,8,2918.27,1371.59,1546.68
2023-11-06,Keyboard,Peripherals,New York,1,2713.81,1166.94,1546.87
2023-05-11,Printer,Accessories,Los Angeles,9,1972.12,1341.04,631.08
2023-05-04,Keyboard,Peripherals,Houston,1,413.64,273.0,140.64
2023-05-16,Printer,Accessories,Phoenix,19,1588.04,952.82,635.22
2023-07-01,Monitor,Peripherals,New York,5,544.6,223.29,321.31
2023-03-03,Laptop,Electronics,Houston,19,1394.73,864.73,530.0
2023-05-22,Headphones,Accessories,Chicago,4,450.65,310.95,139.7
2023-08-22,Phone,Electronics,New York,1,1720.2,756.89,963.31
2023-10-14,Tablet,Electronics,Phoenix,10,1579.59,1074.12,505.47
2023-02-26,Monitor,Peripherals,Chicago,4,338.64,209.96,128.68
2023-08-31,Keyboard,Peripherals,New York,7,481.07,322.32,158.75
2023-03-28,Keyboard,Peripherals,Chicago,16,2857.53,1428.77,1428.77
2023-04-12,Monitor,Peripherals,Chicago,4,1811.22,796.94,1014.28
2023-03-27,Laptop,Electronics,Chicago,4,2088.22,856.17,1232.05
2023-08-05,Laptop,Electronics,Phoenix,13,1406.36,843.82,562.54
2023-04-02,Headphones,Accessories,New York,13,1929.47,1099.8,829.67
2023-03-10,Monitor,Peripherals,Chicago,15,2798.36,1567.08,1231.28
2023-01-07,Keyboard,Peripherals,New York,5,906.46,426.04,480.42
2023-04-12,Laptop,Electronics,New York,12,1653.02,1074.46,578.56
2023-08-03,Phone,Electronics,Houston,16,1993.46,996.73,996.73
2023-10-27,Phone,Electronics,Chicago,13,2552.08,1071.87,1480.21
2023-10-12,Phone,Electronics,Phoenix,11,309.07,188.53,120.54
2023-11-21,Laptop,Electronics,New York,19,1108.49,620.75,487.74
2023-03-07,Printer,Accessories,Los Angeles,11,2732.77,1639.66,1093.11
2023-11-25,Phone,Electronics,Los Angeles,20,1190.79,678.75,512.04
2023-10-22,Printer,Accessories,Chicago,9,350.22,234.65,115.57
2023-05-09,Tablet,Electronics,New York,11,2134.44,960.5,1173.94
2023-09-19,Keyboard,Peripherals,Houston,3,2069.16,1365.65,703.51
2023-08-15,Laptop,Electronics,New York,10,2984.29,1223.56,1760.73
2023-12-28,Tablet,Electronics,New York,2,1097.21,680.27,416.94
2023-05-18,Printer,Accessories,Los Angeles,18,623.3,367.75,255.55
2023-08-14,Printer,Accessories,Houston,18,1363.53,654.49,709.04
2023-03-01,Keyboard,Peripherals,New York,20,2797.73,1650.66,1147.07
2023-06-21,Tablet,Electronics,Houston,8,1283.35,770.01,513.34
2023-02-15,Phone,Electronics,Houston,15,772.98,471.52,301.46
2023-07-07,Keyboard,Peripherals,New York,11,304.61,179.72,124.89
2023-04-07,Monitor,Peripherals,New York,20,1306.14,548.58,757.56
2023-09-20,Monitor,Peripherals,Chicago,18,993.57,516.66,476.91
2023-01-17,Headphones,Accessories,Houston,15,2589.74,1113.59,1476.15
2023-07-20,Tablet,Electronics,Phoenix,2,1851.5,1240.51,610.99
2023-11-10,Laptop,Electronics,Phoenix,3,2702.5,1351.25,1351.25
2023-10-12,Printer,Accessories,Los Angeles,14,2172.36,1325.14,847.22
2023-07-30,Printer,Accessories,Phoenix,9,2081.76,978.43,1103.33
2023-01-09,Monitor,Peripherals,Phoenix,8,621.29,329.28,292.01
2023-04-30,Printer,Accessories,Phoenix,10,311.96,152.86,159.1
2023-05-28,Laptop,Electronics,Los Angeles,5,2875.46,1869.05,1006.41
2023-01-25,Monitor,Peripherals,New York,19,1493.01,656.92,836.09
2023-11-26,Tablet,Electronics,Chicago,2,1371.74,617.28,754.46
2023-08-08,Headphones,Accessories,Houston,19,1794.59,1238.27,556.32
2023-03-14,Tablet,Electronics,Phoenix,9,2047.34,839.41,1207.93
2023-06-15,Tablet,Electronics,Chicago,17,508.57,300.06,208.51
2023-05-28,Phone,Electronics,New York,17,1376.94,812.39,564.55
2023-10-16,Phone,Electronics,Los Angeles,13,1612.19,1047.92,564.27
2023-04-09,Monitor,Peripherals,Phoenix,10,239.19,121.99,117.2
2023-10-02,Phone,Electronics,New York,4,2952.44,1564.79,1387.65
2023-01-03,Phone,Electronics,New York,11,2193.63,965.2,1228.43
2023-09-15,Tablet,Electronics,Los Angeles,8,2785.34,1671.2,1114.14
2023-11-24,Headphones,Accessories,Phoenix,7,492.78,266.1,226.68
2023-04-27,Printer,Accessories,Houston,3,2894.88,1939.57,955.31
2023-01-06,Tablet,Electronics,Houston,6,2953.82,2067.67,886.15
2023-08-19,Headphones,Accessories,Los Angeles,15,1005.59,663.69,341.9
2023-03-23,Printer,Accessories,Phoenix,11,1024.09,409.64,614.45
2023-12-10,Phone,Electronics,Chicago,18,1254.47,602.15,652.32
2023-05-16,Phone,Electronics,New York,16,2838.23,1447.5,1390.73
2023-04-13,Phone,Electronics,Houston,1,1617.64,857.35,760.29
2023-02-14,Monitor,Peripherals,Chicago,6,2951.74,2036.7,915.04
2023-02-08,Headphones,Accessories,Phoenix,17,1055.83,601.82,454.01
2023-10-23,Phone,Electronics,Chicago,16,1450.63,768.83,681.8
2023-08-18,Monitor,Peripherals,Chicago,20,2340.59,1404.35,936.24
2023-02-14,Printer,Accessories,Houston,13,2938.79,1351.84,1586.95
2023-07-12,Tablet,Electronics,Chicago,11,1868.02,1046.09,821.93
2023-07-03,Laptop,Electronics,Los Angeles,16,1370.09,698.75,671.34
2023-11-20,Tablet,Electronics,New York,6,2046.78,859.65,1187.13
2023-07-29,Headphones,Accessories,Los Angeles,10,2500.6,1000.24,1500.36
2023-11-22,Printer,Accessories,Houston,8,2975.51,1696.04,1279.47
2023-09-02,Laptop,Electronics,New York,5,449.71,283.32,166.39
2023-03-28,Laptop,Electronics,Chicago,8,2223.93,1378.84,845.09
2023-04-07,Tablet,Electronics,Los Angeles,4,2441.6,1660.29,781.31
2023-04-19,Keyboard,Peripherals,Houston,8,696.01,368.89,327.12
2023-12-28,Monitor,Peripherals,Los Angeles,15,1368.71,684.36,684.36
2023-01-28,Laptop,Electronics,Houston,11,1225.6,674.08,551.52
2023-06-22,Phone,Electronics,Houston,1,955.0,458.4,496.6
2023-05-27,Headphones,Accessories,Phoenix,2,1290.39,645.2,645.2
2023-07-24,Keyboard,Peripherals,Los Angeles,9,497.09,293.28,203.81
2023-11-07,Phone,Electronics,Houston,15,557.72,301.17,256.55
2023-04-12,Laptop,Electronics,Chicago,9,953.24,495.68,457.56
2023-01-16,Printer,Accessories,Phoenix,7,1423.35,782.84,640.51
2023-09-15,Printer,Accessories,Los Angeles,1,1623.67,990.44,633.23
2023-09-11,Keyboard,Peripherals,Chicago,3,1486.34,713.44,772.9
2023-09-29,Monitor,Peripherals,Chicago,18,672.45,295.88,376.57
2023-09-22,Headphones,Accessories,Chicago,14,2804.44,1149.82,1654.62
2023-12-22,Printer,Accessories,Los Angeles,6,1132.21,769.9,362.31
2023-04-30,Phone,Electronics,New York,12,2603.32,1588.03,1015.29
2023-04-09,Phone,Electronics,Houston,19,410.24,168.2,242.04
2023-10-23,Tablet,Electronics,New York,17,1268.78,647.08,621.7
2023-08-22,Headphones,Accessories,Chicago,11,484.58,227.75,256.83
2023-12-06,Laptop,Electronics,Phoenix,2,2975.23,1487.62,1487.62
2023-09-17,Printer,Accessories,Chicago,5,2401.99,1128.94,1273.05
2023-10-03,Headphones,Accessories,Phoenix,2,621.62,435.13,186.49
2023-07-14,Printer,Accessories,Houston,18,2548.76,1631.21,917.55
2023-06-24,Laptop,Electronics,Phoenix,4,1350.48,918.33,432.15
2023-11-14,Phone,Electronics,New York,6,2167.64,1018.79,1148.85
2023-04-09,Laptop,Electronics,Houston,6,2645.24,1269.72,1375.52
2023-11-01,Tablet,Electronics,Chicago,18,647.66,440.41,207.25
2023-10-14,Laptop,Electronics,Chicago,5,731.68,497.54,234.14
2023-04-07,Tablet,Electronics,Chicago,11,703.81,436.36,267.45
2023-01-07,Laptop,Electronics,Chicago,18,2229.19,1136.89,1092.3
2023-08-02,Keyboard,Peripherals,Phoenix,5,2295.19,1583.68,711.51
2023-11-20,Monitor,Peripherals,Los Angeles,16,2372.97,1020.38,1352.59
